dag_family,dag_label,n_tasks,n_edges,ccr,seed,scheduler,direct_dup_attempts,direct_dup_accepted,direct_dup_rejected,total_new_placements,recursive_ancestor_placements,prune_candidates,prune_removed,native_makespan
out_tree,Out-tree,7,6,1.0,18,CA-D,90,86,4,141,55,5,0,46.2974
out_tree,Out-tree,7,6,1.0,19,CD-LS,90,84,6,84,0,0,0,45.7526
out_tree,Out-tree,7,6,1.0,19,CA-D,90,84,6,138,54,5,0,39.8519
out_tree,Out-tree,7,6,5.0,0,CD-LS,90,76,14,76,0,0,0,52.9599
out_tree,Out-tree,7,6,5.0,0,CA-D,90,90,0,145,55,5,0,40.8003
out_tree,Out-tree,7,6,5.0,1,CD-LS,90,48,42,48,0,0,0,60.8415
out_tree,Out-tree,7,6,5.0,1,CA-D,90,90,0,145,55,5,0,51.164
out_tree,Out-tree,7,6,5.0,2,CD-LS,90,76,14,76,0,0,0,49.8845
out_tree,Out-tree,7,6,5.0,2,CA-D,90,90,0,145,55,5,0,42.066
out_tree,Out-tree,7,6,5.0,3,CD-LS,90,48,42,48,0,0,0,46.9865
out_tree,Out-tree,7,6,5.0,3,CA-D,90,90,0,145,55,5,0,35.4896
out_tree,Out-tree,7,6,5.0,4,CD-LS,90,62,28,62,0,0,0,66.4653
out_tree,Out-tree,7,6,5.0,4,CA-D,90,90,0,145,55,5,0,55.818
out_tree,Out-tree,7,6,5.0,5,CD-LS,90,90,0,90,0,0,0,51.6826
out_tree,Out-tree,7,6,5.0,5,CA-D,90,90,0,144,54,5,0,43.4812
out_tree,Out-tree,7,6,5.0,6,CD-LS,90,47,43,47,0,0,0,53.6507
out_tree,Out-tree,7,6,5.0,6,CA-D,90,89,1,144,55,5,0,43.0332
out_tree,Out-tree,7,6,5.0,7,CD-LS,90,34,56,34,0,0,0,54.194
out_tree,Out-tree,7,6,5.0,7,CA-D,90,90,0,145,55,5,0,49.115
out_tree,Out-tree,7,6,5.0,8,CD-LS,90,76,14,76,0,0,0,68.4091
out_tree,Out-tree,7,6,5.0,8,CA-D,90,90,0,144,54,5,0,47.7622
out_tree,Out-tree,7,6,5.0,9,CD-LS,90,48,42,48,0,0,0,75.9721
out_tree,Out-tree,7,6,5.0,9,CA-D,90,90,0,144,54,5,0,50.8317
out_tree,Out-tree,7,6,5.0,10,CD-LS,90,62,28,62,0,0,0,59.141
out_tree,Out-tree,7,6,5.0,10,CA-D,90,90,0,145,55,5,0,52.1022
out_tree,Out-tree,7,6,5.0,11,CD-LS,90,62,28,62,0,0,0,45.9305
out_tree,Out-tree,7,6,5.0,11,CA-D,90,90,0,145,55,5,0,39.8742
out_tree,Out-tree,7,6,5.0,12,CD-LS,90,47,43,47,0,0,0,45.9014
out_tree,Out-tree,7,6,5.0,12,CA-D,90,89,1,144,55,5,0,38.212
out_tree,Out-tree,7,6,5.0,13,CD-LS,89,61,28,61,0,0,0,67.1737
out_tree,Out-tree,7,6,5.0,13,CA-D,90,90,0,144,54,5,0,54.3343
out_tree,Out-tree,7,6,5.0,14,CD-LS,90,61,29,61,0,0,0,62.666
out_tree,Out-tree,7,6,5.0,14,CA-D,90,88,2,143,55,5,0,49.4405
out_tree,Out-tree,7,6,5.0,15,CD-LS,90,90,0,90,0,0,0,51.8749
out_tree,Out-tree,7,6,5.0,15,CA-D,90,90,0,145,55,5,0,46.2024
out_tree,Out-tree,7,6,5.0,16,CD-LS,90,62,28,62,0,0,0,49.5087
out_tree,Out-tree,7,6,5.0,16,CA-D,90,90,0,145,55,5,0,39.2876
out_tree,Out-tree,7,6,5.0,17,CD-LS,90,33,57,33,0,0,0,57.4684
out_tree,Out-tree,7,6,5.0,17,CA-D,90,88,2,142,54,5,0,42.4648
out_tree,Out-tree,7,6,5.0,18,CD-LS,90,61,29,61,0,0,0,52.5383
out_tree,Out-tree,7,6,5.0,18,CA-D,90,90,0,145,55,5,0,46.2974
out_tree,Out-tree,7,6,5.0,19,CD-LS,90,90,0,90,0,0,0,52.901
out_tree,Out-tree,7,6,5.0,19,CA-D,90,90,0,144,54,5,0,39.8519
out_tree,Out-tree,7,6,10.0,0,CD-LS,90,76,14,76,0,0,0,52.9599
out_tree,Out-tree,7,6,10.0,0,CA-D,90,90,0,145,55,5,0,40.8003
out_tree,Out-tree,7,6,10.0,1,CD-LS,90,48,42,48,0,0,0,60.8415
out_tree,Out-tree,7,6,10.0,1,CA-D,90,90,0,145,55,5,0,51.164
out_tree,Out-tree,7,6,10.0,2,CD-LS,90,76,14,76,0,0,0,49.8845
out_tree,Out-tree,7,6,10.0,2,CA-D,90,90,0,145,55,5,0,42.066
out_tree,Out-tree,7,6,10.0,3,CD-LS,90,48,42,48,0,0,0,46.9865
out_tree,Out-tree,7,6,10.0,3,CA-D,90,90,0,145,55,5,0,35.4896
out_tree,Out-tree,7,6,10.0,4,CD-LS,90,62,28,62,0,0,0,66.4653
out_tree,Out-tree,7,6,10.0,4,CA-D,90,90,0,145,55,5,0,55.818
out_tree,Out-tree,7,6,10.0,5,CD-LS,90,90,0,90,0,0,0,51.6826
out_tree,Out-tree,7,6,10.0,5,CA-D,90,90,0,144,54,5,0,43.4812
out_tree,Out-tree,7,6,10.0,6,CD-LS,90,48,42,48,0,0,0,53.6507
out_tree,Out-tree,7,6,10.0,6,CA-D,90,90,0,145,55,5,0,43.0332
out_tree,Out-tree,7,6,10.0,7,CD-LS,90,34,56,34,0,0,0,54.194
out_tree,Out-tree,7,6,10.0,7,CA-D,90,90,0,145,55,5,0,49.115
out_tree,Out-tree,7,6,10.0,8,CD-LS,90,76,14,76,0,0,0,68.4091
out_tree,Out-tree,7,6,10.0,8,CA-D,90,90,0,144,54,5,0,47.7622
out_tree,Out-tree,7,6,10.0,9,CD-LS,90,48,42,48,0,0,0,75.9721
out_tree,Out-tree,7,6,10.0,9,CA-D,90,90,0,144,54,5,0,50.8317
out_tree,Out-tree,7,6,10.0,10,CD-LS,90,62,28,62,0,0,0,59.141
out_tree,Out-tree,7,6,10.0,10,CA-D,90,90,0,145,55,5,0,52.1022
out_tree,Out-tree,7,6,10.0,11,CD-LS,90,62,28,62,0,0,0,45.9305
out_tree,Out-tree,7,6,10.0,11,CA-D,90,90,0,145,55,5,0,39.8742
out_tree,Out-tree,7,6,10.0,12,CD-LS,90,48,42,48,0,0,0,45.9014
out_tree,Out-tree,7,6,10.0,12,CA-D,90,90,0,145,55,5,0,38.212
out_tree,Out-tree,7,6,10.0,13,CD-LS,89,61,28,61,0,0,0,75.52
out_tree,Out-tree,7,6,10.0,13,CA-D,90,90,0,144,54,5,0,54.3343
out_tree,Out-tree,7,6,10.0,14,CD-LS,90,62,28,62,0,0,0,62.666
out_tree,Out-tree,7,6,10.0,14,CA-D,90,90,0,145,55,5,0,49.4405
out_tree,Out-tree,7,6,10.0,15,CD-LS,90,90,0,90,0,0,0,51.8749
out_tree,Out-tree,7,6,10.0,15,CA-D,90,90,0,145,55,5,0,46.2024
out_tree,Out-tree,7,6,10.0,16,CD-LS,90,62,28,62,0,0,0,49.5087
out_tree,Out-tree,7,6,10.0,16,CA-D,90,90,0,145,55,5,0,39.2876
out_tree,Out-tree,7,6,10.0,17,CD-LS,90,34,56,34,0,0,0,59.7654
out_tree,Out-tree,7,6,10.0,17,CA-D,90,90,0,144,54,5,0,42.4648
out_tree,Out-tree,7,6,10.0,18,CD-LS,90,62,28,62,0,0,0,52.5383
out_tree,Out-tree,7,6,10.0,18,CA-D,90,90,0,145,55,5,0,46.2974
out_tree,Out-tree,7,6,10.0,19,CD-LS,90,90,0,90,0,0,0,52.901
out_tree,Out-tree,7,6,10.0,19,CA-D,90,90,0,144,54,5,0,39.8519
fork_join,Fork-join,14,16,0.1,0,CD-LS,237,95,142,95,0,0,0,70.0481
fork_join,Fork-join,14,16,0.1,0,CA-D,237,169,68,352,183,3,0,70.0481
fork_join,Fork-join,14,16,0.1,1,CD-LS,237,105,132,105,0,0,0,75.1528
fork_join,Fork-join,14,16,0.1,1,CA-D,237,165,72,345,180,3,0,75.1528
fork_join,Fork-join,14,16,0.1,2,CD-LS,237,93,144,93,0,0,0,61.7121
fork_join,Fork-join,14,16,0.1,2,CA-D,237,165,72,345,180,3,0,61.7121
fork_join,Fork-join,14,16,0.1,3,CD-LS,237,93,144,93,0,0,0,59.3904
fork_join,Fork-join,14,16,0.1,3,CA-D,237,165,72,345,180,3,0,59.3904
fork_join,Fork-join,14,16,0.1,4,CD-LS,237,93,144,93,0,0,0,78.1936
fork_join,Fork-join,14,16,0.1,4,CA-D,237,165,72,345,180,3,0,78.1936
fork_join,Fork-join,14,16,0.1,5,CD-LS,237,118,119,118,0,0,0,75.8239
fork_join,Fork-join,14,16,0.1,5,CA-D,237,166,71,346,180,3,0,75.8239
fork_join,Fork-join,14,16,0.1,6,CD-LS,237,120,117,120,0,0,0,82.1719
fork_join,Fork-join,14,16,0.1,6,CA-D,237,168,69,348,180,3,0,82.1719
fork_join,Fork-join,14,16,0.1,7,CD-LS,237,117,120,117,0,0,0,72.3461
fork_join,Fork-join,14,16,0.1,7,CA-D,237,165,72,345,180,3,0,72.3461
fork_join,Fork-join,14,16,0.1,8,CD-LS,237,122,115,122,0,0,0,64.2306
fork_join,Fork-join,14,16,0.1,8,CA-D,237,171,66,352,181,3,0,64.2306
fork_join,Fork-join,14,16,0.1,9,CD-LS,237,119,118,119,0,0,0,87.8908
fork_join,Fork-join,14,16,0.1,9,CA-D,237,169,68,351,182,3,0,87.8908
fork_join,Fork-join,14,16,0.1,10,CD-LS,237,81,156,81,0,0,0,84.0023
fork_join,Fork-join,14,16,0.1,10,CA-D,237,165,72,345,180,3,0,84.0023
fork_join,Fork-join,14,16,0.1,11,CD-LS,237,117,120,117,0,0,0,56.558
fork_join,Fork-join,14,16,0.1,11,CA-D,237,166,71,347,181,3,0,56.558
fork_join,Fork-join,14,16,0.1,12,CD-LS,237,81,156,81,0,0,0,60.6745
fork_join,Fork-join,14,16,0.1,12,CA-D,237,168,69,351,183,3,0,60.6745
fork_join,Fork-join,14,16,0.1,13,CD-LS,237,131,106,131,0,0,0,73.4627
fork_join,Fork-join,14,16,0.1,13,CA-D,237,167,70,349,182,3,0,73.4627
fork_join,Fork-join,14,16,0.1,14,CD-LS,237,105,132,105,0,0,0,78.6269
fork_join,Fork-join,14,16,0.1,14,CA-D,237,165,72,345,180,3,0,78.6269
fork_join,Fork-join,14,16,0.1,15,CD-LS,237,142,95,142,0,0,0,82.221
fork_join,Fork-join,14,16,0.1,15,CA-D,237,166,71,346,180,3,0,82.221
fork_join,Fork-join,14,16,0.1,16,CD-LS,237,118,119,118,0,0,0,69.3897
fork_join,Fork-join,14,16,0.1,16,CA-D,237,166,71,346,180,3,0,69.3897
fork_join,Fork-join,14,16,0.1,17,CD-LS,237,117,120,117,0,0,0,73.0879
fork_join,Fork-join,14,16,0.1,17,CA-D,237,165,72,345,180,3,0,73.0879
fork_join,Fork-join,14,16,0.1,18,CD-LS,237,117,120,117,0,0,0,76.9889
fork_join,Fork-join,14,16,0.1,18,CA-D,237,167,70,349,182,3,0,76.9889
fork_join,Fork-join,14,16,0.1,19,CD-LS,237,105,132,105,0,0,0,68.4324
fork_join,Fork-join,14,16,0.1,19,CA-D,237,166,71,346,180,3,0,68.6389
fork_join,Fork-join,14,16,1.0,0,CD-LS,237,109,128,109,0,0,0,82.8053
fork_join,Fork-join,14,16,1.0,0,CA-D,237,187,50,372,185,4,0,82.8053
fork_join,Fork-join,14,16,1.0,1,CD-LS,237,110,127,110,0,0,0,88.5784
fork_join,Fork-join,14,16,1.0,1,CA-D,237,196,41,376,180,4,0,89.2521
fork_join,Fork-join,14,16,1.0,2,CD-LS,237,97,140,97,0,0,0,64.0542
fork_join,Fork-join,14,16,1.0,2,CA-D,237,199,38,381,182,4,0,73.2015
fork_join,Fork-join,14,16,1.0,3,CD-LS,237,113,124,113,0,0,0,61.0588
fork_join,Fork-join,14,16,1.0,3,CA-D,237,186,51,366,180,3,0,61.0588
fork_join,Fork-join,14,16,1.0,4,CD-LS,237,108,129,108,0,0,0,85.5176
fork_join,Fork-join,14,16,1.0,4,CA-D,237,181,56,361,180,4,0,87.8938
fork_join,Fork-join,14,16,1.0,5,CD-LS,237,124,113,124,0,0,0,75.8239
fork_join,Fork-join,14,16,1.0,5,CA-D,237,172,65,352,180,3,0,75.8239
fork_join,Fork-join,14,16,1.0,6,CD-LS,237,126,111,126,0,0,0,82.1719
fork_join,Fork-join,14,16,1.0,6,CA-D,237,186,51,366,180,3,0,82.1719
fork_join,Fork-join,14,16,1.0,7,CD-LS,237,124,113,124,0,0,0,75.0794
fork_join,Fork-join,14,16,1.0,7,CA-D,237,173,64,354,181,3,0,75.0794
fork_join,Fork-join,14,16,1.0,8,CD-LS,237,124,113,124,0,0,0,65.3921
fork_join,Fork-join,14,16,1.0,8,CA-D,237,187,50,372,185,4,0,72.0016
fork_join,Fork-join,14,16,1.0,9,CD-LS,237,124,113,124,0,0,0,87.8908
fork_join,Fork-join,14,16,1.0,9,CA-D,237,175,62,359,184,3,0,93.3219
fork_join,Fork-join,14,16,1.0,10,CD-LS,237,83,154,83,0,0,0,91.1433
fork_join,Fork-join,14,16,1.0,10,CA-D,237,195,42,375,180,4,0,91.185
fork_join,Fork-join,14,16,1.0,11,CD-LS,237,135,102,135,0,0,0,61.8219
fork_join,Fork-join,14,16,1.0,11,CA-D,237,184,53,364,180,4,0,61.9883
fork_join,Fork-join,14,16,1.0,12,CD-LS,237,83,154,83,0,0,0,65.1926
fork_join,Fork-join,14,16,1.0,12,CA-D,237,172,65,355,183,3,0,65.1926
fork_join,Fork-join,14,16,1.0,13,CD-LS,237,133,104,133,0,0,0,79.6807
fork_join,Fork-join,14,16,1.0,13,CA-D,237,170,67,350,180,3,0,80.3446
fork_join,Fork-join,14,16,1.0,14,CD-LS,237,124,113,124,0,0,0,89.517
fork_join,Fork-join,14,16,1.0,14,CA-D,237,186,51,366,180,3,0,89.517
fork_join,Fork-join,14,16,1.0,15,CD-LS,237,146,91,146,0,0,0,88.5452
fork_join,Fork-join,14,16,1.0,15,CA-D,237,195,42,375,180,3,0,90.0269
fork_join,Fork-join,14,16,1.0,16,CD-LS,237,123,114,123,0,0,0,74.9
fork_join,Fork-join,14,16,1.0,16,CA-D,237,198,39,378,180,4,0,77.2845
fork_join,Fork-join,14,16,1.0,17,CD-LS,237,136,101,136,0,0,0,79.3439
fork_join,Fork-join,14,16,1.0,17,CA-D,237,185,52,368,183,4,0,82.2023
fork_join,Fork-join,14,16,1.0,18,CD-LS,237,119,118,119,0,0,0,79.1601
fork_join,Fork-join,14,16,1.0,18,CA-D,237,169,68,349,180,3,0,79.1601
fork_join,Fork-join,14,16,1.0,19,CD-LS,237,120,117,120,0,0,0,77.5406
fork_join,Fork-join,14,16,1.0,19,CA-D,237,182,55,362,180,4,0,78.1505
fork_join,Fork-join,14,16,5.0,0,CD-LS,237,120,117,120,0,0,0,124.2588
fork_join,Fork-join,14,16,5.0,0,CA-D,237,217,20,439,222,6,0,117.7038
fork_join,Fork-join,14,16,5.0,1,CD-LS,237,141,96,141,0,0,0,124.2859
fork_join,Fork-join,14,16,5.0,1,CA-D,237,232,5,464,232,6,0,120.9326
fork_join,Fork-join,14,16,5.0,2,CD-LS,237,107,130,107,0,0,0,98.4788
fork_join,Fork-join,14,16,5.0,2,CA-D,237,215,22,437,222,6,0,98.4788
fork_join,Fork-join,14,16,5.0,3,CD-LS,237,120,117,120,0,0,0,81.6745
fork_join,Fork-join,14,16,5.0,3,CA-D,237,227,10,443,216,7,0,91.7606
fork_join,Fork-join,14,16,5.0,4,CD-LS,237,124,113,124,0,0,0,127.6843
fork_join,Fork-join,14,16,5.0,4,CA-D,237,220,17,439,219,5,0,128.2617
fork_join,Fork-join,14,16,5.0,5,CD-LS,237,138,99,138,0,0,0,89.7505
fork_join,Fork-join,14,16,5.0,5,CA-D,237,204,33,420,216,4,0,94.6666
fork_join,Fork-join,14,16,5.0,6,CD-LS,237,137,100,137,0,0,0,110.2814
fork_join,Fork-join,14,16,5.0,6,CA-D,237,217,20,421,204,7,0,113.4654
fork_join,Fork-join,14,16,5.0,7,CD-LS,237,133,104,133,0,0,0,106.8001
fork_join,Fork-join,14,16,5.0,7,CA-D,237,202,35,411,209,6,0,99.891
fork_join,Fork-join,14,16,5.0,8,CD-LS,237,136,101,136,0,0,0,93.7787
fork_join,Fork-join,14,16,5.0,8,CA-D,237,230,7,466,236,6,0,104.7135
fork_join,Fork-join,14,16,5.0,9,CD-LS,237,138,99,138,0,0,0,131.487
fork_join,Fork-join,14,16,5.0,9,CA-D,237,217,20,453,236,6,0,123.6219
fork_join,Fork-join,14,16,5.0,10,CD-LS,237,126,111,126,0,0,0,119.9157
fork_join,Fork-join,14,16,5.0,10,CA-D,237,234,3,449,215,5,0,134.9898
fork_join,Fork-join,14,16,5.0,11,CD-LS,237,152,85,152,0,0,0,93.4429
fork_join,Fork-join,14,16,5.0,11,CA-D,237,205,32,415,210,6,0,93.4429
fork_join,Fork-join,14,16,5.0,12,CD-LS,237,93,144,93,0,0,0,113.5874
fork_join,Fork-join,14,16,5.0,12,CA-D,237,217,20,439,222,7,0,106.9328
fork_join,Fork-join,14,16,5.0,13,CD-LS,237,150,87,150,0,0,0,104.5527
fork_join,Fork-join,14,16,5.0,13,CA-D,237,205,32,429,224,6,0,113.0246
fork_join,Fork-join,14,16,5.0,14,CD-LS,237,132,105,132,0,0,0,122.5002
fork_join,Fork-join,14,16,5.0,14,CA-D,237,200,37,418,218,6,0,121.6426
fork_join,Fork-join,14,16,5.0,15,CD-LS,237,177,60,177,0,0,0,117.7437
fork_join,Fork-join,14,16,5.0,15,CA-D,237,218,19,439,221,7,0,117.7437
fork_join,Fork-join,14,16,5.0,16,CD-LS,237,155,82,155,0,0,0,108.8637
fork_join,Fork-join,14,16,5.0,16,CA-D,237,234,3,481,247,7,0,110.707
fork_join,Fork-join,14,16,5.0,17,CD-LS,237,147,90,147,0,0,0,118.1628
fork_join,Fork-join,14,16,5.0,17,CA-D,237,216,21,439,223,6,0,118.66
fork_join,Fork-join,14,16,5.0,18,CD-LS,237,139,98,139,0,0,0,87.8451
fork_join,Fork-join,14,16,5.0,18,CA-D,237,215,22,434,219,6,0,106.296
fork_join,Fork-join,14,16,5.0,19,CD-LS,237,136,101,136,0,0,0,116.6465
fork_join,Fork-join,14,16,5.0,19,CA-D,237,229,8,437,208,7,0,117.1037
fork_join,Fork-join,14,16,10.0,0,CD-LS,237,124,113,124,0,0,0,188.3195
fork_join,Fork-join,14,16,10.0,0,CA-D,237,222,15,480,258,8,0,141.8297
fork_join,Fork-join,14,16,10.0,1,CD-LS,237,140,97,140,0,0,0,182.5661
fork_join,Fork-join,14,16,10.0,1,CA-D,237,234,3,486,252,10,0,153.337
fork_join,Fork-join,14,16,10.0,2,CD-LS,237,107,130,107,0,0,0,143.1807
fork_join,Fork-join,14,16,10.0,2,CA-D,237,220,17,463,243,8,0,119.7149
fork_join,Fork-join,14,16,10.0,3,CD-LS,237,120,117,120,0,0,0,113.1676
fork_join,Fork-join,14,16,10.0,3,CA-D,237,232,5,481,249,7,0,91.7606
fork_join,Fork-join,14,16,10.0,4,CD-LS,237,124,113,124,0,0,0,180.537
fork_join,Fork-join,14,16,10.0,4,CA-D,237,221,16,477,256,9,0,155.1439
fork_join,Fork-join,14,16,10.0,5,CD-LS,237,138,99,138,0,0,0,103.6772
fork_join,Fork-join,14,16,10.0,5,CA-D,237,209,28,437,228,6,0,107.222
fork_join,Fork-join,14,16,10.0,6,CD-LS,237,151,86,151,0,0,0,138.391
fork_join,Fork-join,14,16,10.0,6,CA-D,237,220,17,444,224,9,0,131.4179
fork_join,Fork-join,14,16,10.0,7,CD-LS,237,136,101,136,0,0,0,160.0026
fork_join,Fork-join,14,16,10.0,7,CA-D,237,221,16,463,242,8,0,126.0442
fork_join,Fork-join,14,16,10.0,8,CD-LS,237,138,99,138,0,0,0,144.0913
fork_join,Fork-join,14,16,10.0,8,CA-D,237,234,3,493,259,10,0,130.7023
fork_join,Fork-join,14,16,10.0,9,CD-LS,237,139,98,139,0,0,0,191.7298
fork_join,Fork-join,14,16,10.0,9,CA-D,237,221,16,480,259,9,0,146.9578
fork_join,Fork-join,14,16,10.0,10,CD-LS,237,126,111,126,0,0,0,155.8291
fork_join,Fork-join,14,16,10.0,10,CA-D,237,235,2,489,254,9,0,155.8291
fork_join,Fork-join,14,16,10.0,11,CD-LS,237,153,84,153,0,0,0,138.6292
fork_join,Fork-join,14,16,10.0,11,CA-D,237,220,17,474,254,6,0,109.1968
fork_join,Fork-join,14,16,10.0,12,CD-LS,237,94,143,94,0,0,0,166.5003
fork_join,Fork-join,14,16,10.0,12,CA-D,237,221,16,463,242,8,0,122.4419
fork_join,Fork-join,14,16,10.0,13,CD-LS,237,150,87,150,0,0,0,135.6427
fork_join,Fork-join,14,16,10.0,13,CA-D,237,206,31,432,226,6,0,135.6427
fork_join,Fork-join,14,16,10.0,14,CD-LS,237,132,105,132,0,0,0,167.6378
fork_join,Fork-join,14,16,10.0,14,CA-D,237,219,18,445,226,7,0,135.2295
fork_join,Fork-join,14,16,10.0,15,CD-LS,237,177,60,177,0,0,0,159.2973
fork_join,Fork-join,14,16,10.0,15,CA-D,237,235,2,489,254,10,0,159.1419
fork_join,Fork-join,14,16,10.0,16,CD-LS,237,156,81,156,0,0,0,149.1952
fork_join,Fork-join,14,16,10.0,16,CA-D,237,236,1,506,270,10,0,142.9521
fork_join,Fork-join,14,16,10.0,17,CD-LS,237,150,87,150,0,0,0,164.2321
fork_join,Fork-join,14,16,10.0,17,CA-D,237,233,4,489,256,9,0,132.6507
fork_join,Fork-join,14,16,10.0,18,CD-LS,237,139,98,139,0,0,0,106.2274
fork_join,Fork-join,14,16,10.0,18,CA-D,237,218,19,467,249,6,0,106.296
fork_join,Fork-join,14,16,10.0,19,CD-LS,237,138,99,138,0,0,0,166.2879
fork_join,Fork-join,14,16,10.0,19,CA-D,237,232,5,481,249,8,0,143.9366
