scheduler,n_tasks,edge_prob,ccr,comp_min,comp_max,noc_rows,noc_cols,processor_count,alpha,beta,seed,achieved_ccr,runtime_ms,total_computation_work,serial_speedup,makespan,primary_task_count,duplicate_task_count,duplication_ratio,total_task_instance_count,task_instance_ratio,communication_count,average_communication_latency,total_communication_time,average_link_utilization,max_link_utilization,average_processor_utilization,max_processor_utilization,baseline_makespan_heft,speedup_vs_heft,normalized_makespan_vs_heft
classical_duplication,20,0.4,0.1,5,20,4,4,16,0.0,1.0,0,0.09999999999999999,193.87690001167357,253.70556034875474,1.9045189164515934,133.21241293914085,20,4,0.2,24,1.2,0,0.0,0.0,0.0,0.0,0.13307535793507197,1.0,133.21241293914085,1.0,1.0
classical_duplication,20,0.4,0.1,5,20,4,4,16,0.0,1.0,1,0.1,234.08550000749528,239.10609457567048,2.0635194013847564,115.87295685963245,20,2,0.1,22,1.1,0,0.0,0.0,0.0,0.0,0.14121386427227214,1.0,115.87295685963245,1.0,1.0
classical_duplication,20,0.4,0.1,5,20,4,4,16,0.0,1.0,2,0.1,202.44769999408163,236.04939043396465,2.241273265691439,105.31932631657155,20,7,0.35,27,1.35,0,0.0,0.0,0.0,0.0,0.20141450046802228,1.0,105.31932631657155,1.0,1.0
classical_duplication,20,0.4,1.0,5,20,4,4,16,0.0,1.0,0,0.9999999999999999,169.88680002395995,253.70556034875474,1.9045189164515934,133.21241293914085,20,4,0.2,24,1.2,0,0.0,0.0,0.0,0.0,0.13307535793507194,1.0,133.21241293914085,1.0,1.0
classical_duplication,20,0.4,1.0,5,20,4,4,16,0.0,1.0,1,0.9999999999999999,221.29410001798533,239.10609457567048,1.983430600941897,120.55178258423719,20,4,0.2,24,1.2,0,0.0,0.0,0.0,0.0,0.15096247859804177,0.9174466225681986,121.30760535697446,1.0062696938737437,0.9937693702673208
classical_duplication,20,0.4,1.0,5,20,4,4,16,0.0,1.0,2,1.0,203.63929998711683,236.04939043396465,2.157244603326265,109.42170863239109,20,7,0.35,27,1.35,0,0.0,0.0,0.0,0.0,0.19386317180393078,0.9625085152928681,109.84823130325698,1.003897971217931,0.9961171639651767
classical_duplication,20,0.4,5.0,5,20,4,4,16,0.0,1.0,0,5.0,189.8376999888569,253.70556034875474,1.5337549867763876,165.41466044846413,20,5,0.25,25,1.25,0,0.0,0.0,0.0,0.0,0.11249613862883755,0.92103702697904,171.26409958962137,1.0353622775955802,0.965845503201351
classical_duplication,20,0.4,5.0,5,20,4,4,16,0.0,1.0,1,5.0,236.19270001654513,239.10609457567048,1.554913112739418,153.7745695348968,20,8,0.4,28,1.4,0,0.0,0.0,0.0,0.0,0.13873239388529723,0.9165790200621099,158.9146735662392,1.0334262293621699,0.9676549439017041
classical_duplication,20,0.4,5.0,5,20,4,4,16,0.0,1.0,2,5.0,205.65789999091066,236.04939043396465,1.7711290501109382,133.27622310705095,20,9,0.45,29,1.45,0,0.0,0.0,0.0,0.0,0.17259338501121343,0.9427359868591005,149.5925229215768,1.1224246863705025,0.8909283733179659
classical_duplication,40,0.25,0.1,5,20,4,4,16,0.0,1.0,0,0.09999999999999999,560.2825000241864,522.0091180280147,3.2713014254649786,159.57230781746654,40,9,0.225,49,1.225,0,0.0,0.0,0.0,0.0,0.2434814940594423,1.0,159.57230781746654,1.0,1.0
classical_duplication,40,0.25,0.1,5,20,4,4,16,0.0,1.0,1,0.09999999999999999,586.2351000250783,500.86789302425416,2.787033460280512,179.7136274689154,40,6,0.15,46,1.15,0,0.0,0.0,0.0,0.0,0.2023431420245775,0.99875516039716,179.7136274689154,1.0,1.0
classical_duplication,40,0.25,0.1,5,20,4,4,16,0.0,1.0,2,0.1,651.8931000027806,504.33877821726617,2.6629407027604177,189.3916667744295,40,5,0.125,45,1.125,0,0.0,0.0,0.0,0.0,0.1892851462023687,1.0,189.3916667744295,1.0,1.0
classical_duplication,40,0.25,1.0,5,20,4,4,16,0.0,1.0,0,1.0,575.2669999783393,522.0091180280147,3.2108931399873795,162.5744287553794,40,11,0.275,51,1.275,0,0.0,0.0,0.0,0.0,0.25076970498893114,0.9815338675282689,163.9741848075641,1.008609939846634,0.9914635584020288
classical_duplication,40,0.25,1.0,5,20,4,4,16,0.0,1.0,1,0.9999999999999999,535.1612999802455,500.86789302425416,2.7598743611003234,181.48213559423232,40,5,0.125,45,1.125,0,0.0,0.0,0.0,0.0,0.19892808924223687,0.9890224855496821,181.48213559423232,1.0,1.0
classical_duplication,40,0.25,1.0,5,20,4,4,16,0.0,1.0,2,1.0,658.7553999852389,504.33877821726617,2.621585542469747,192.3792949140763,40,5,0.125,45,1.125,0,0.0,0.0,0.0,0.0,0.18634556983338402,0.984470115970738,192.52274680273513,1.0007456721822527,0.9992548834304457
classical_duplication,40,0.25,5.0,5,20,4,4,16,0.0,1.0,0,5.0,664.1766999964602,522.0091180280147,2.652922089348088,196.7676020807267,40,18,0.45,58,1.45,0,0.0,0.0,0.0,0.0,0.2373537423532715,0.9571150504431337,212.88461331032642,1.0819088663945169,0.9242922681025068
classical_duplication,40,0.25,5.0,5,20,4,4,16,0.0,1.0,1,4.999999999999999,575.7490999822039,500.86789302425416,2.3799997291607062,210.44871849665395,40,6,0.15,46,1.15,0,0.0,0.0,0.0,0.0,0.17654441728242704,0.8963859805682396,211.49457695106838,1.004969659411022,0.9950549159723542
classical_duplication,40,0.25,5.0,5,20,4,4,16,0.0,1.0,2,5.0,732.2308000002522,504.33877821726617,2.184996375833211,230.81904564942135,40,8,0.2,48,1.2,0,0.0,0.0,0.0,0.0,0.16293168025167223,0.8388231519378101,233.10236670111354,1.009892255837329,0.9902046423465967
classical_duplication,40,0.4,0.1,5,20,4,4,16,0.0,1.0,0,0.1,1064.152999984799,522.0091180280147,1.760470736658889,296.51678222082245,40,4,0.1,44,1.1,0,0.0,0.0,0.0,0.0,0.11893777096069778,1.0,296.51678222082245,1.0,1.0
classical_duplication,40,0.4,0.1,5,20,4,4,16,0.0,1.0,1,0.10000000000000002,1305.7093000097666,500.86789302425416,2.2137887625673445,226.24918036145175,40,5,0.125,45,1.125,0,0.0,0.0,0.0,0.0,0.15745166255257295,0.9993346669427259,226.24918036145175,1.0,1.0
classical_duplication,40,0.4,0.1,5,20,4,4,16,0.0,1.0,2,0.1,1277.1082000108436,504.33877821726617,2.037210695515805,247.5633862159612,40,4,0.1,44,1.1,0,0.0,0.0,0.0,0.0,0.1420697215030094,1.0,247.5633862159612,1.0,1.0
classical_duplication,40,0.4,1.0,5,20,4,4,16,0.0,1.0,0,1.0,1134.2100000183564,522.0091180280147,1.7427450400606168,299.53269470206493,40,5,0.125,45,1.125,0,0.0,0.0,0.0,0.0,0.12081936743927302,0.9124696864829737,300.78732162111436,1.004188614268961,0.9958288570399593
classical_duplication,40,0.4,1.0,5,20,4,4,16,0.0,1.0,1,1.0,1327.3036000027787,500.86789302425416,2.188144160635882,228.90077447123062,40,5,0.125,45,1.125,0,0.0,0.0,0.0,0.0,0.15894224691801392,0.8718456970916809,228.90077447123062,1.0,1.0
classical_duplication,40,0.4,1.0,5,20,4,4,16,0.0,1.0,2,0.9999999999999999,1259.2344000004232,504.33877821726617,2.025200721938451,249.03150228710703,40,4,0.1,44,1.1,0,0.0,0.0,0.0,0.0,0.1412321774997559,0.9941046973669487,249.03456445196778,1.000012296295178,0.999987703856019
classical_duplication,40,0.4,5.0,5,20,4,4,16,0.0,1.0,0,5.0,1119.2760999838356,522.0091180280147,1.5932042837812106,327.6473226579024,40,7,0.175,47,1.175,0,0.0,0.0,0.0,0.0,0.11638767744362927,0.8970025286478189,338.80845683250317,1.0340644754367614,0.9670576871694838
classical_duplication,40,0.4,5.0,5,20,4,4,16,0.0,1.0,1,5.0,1260.9251999820117,500.86789302425416,1.9403168714205545,258.1371632652744,40,7,0.175,47,1.175,0,0.0,0.0,0.0,0.0,0.1423521732569692,0.8195267886940046,258.1371632652744,1.0,1.0
classical_duplication,40,0.4,5.0,5,20,4,4,16,0.0,1.0,2,5.0,1334.717699995963,504.33877821726617,1.8681912564991596,269.96099915506323,40,7,0.175,47,1.175,0,0.0,0.0,0.0,0.0,0.13564089902349058,0.9654784224065901,277.6862009313693,1.0286159919413722,0.9721801020346151
proposed,20,0.25,0.1,5,20,4,4,16,0.0,1.0,0,0.1,298.84529998525977,253.70556034875474,2.27531013827679,111.50372693407812,20,6,0.3,26,1.3,27,0.5749566298375577,15.523829005614058,0.005232860665056795,0.04816472221645371,0.1881078530668188,1.0,111.50372693407812,1.0,1.0
proposed,20,0.25,0.1,5,20,4,4,16,0.0,1.0,1,0.09999999999999999,257.677399989916,239.10609457567048,3.606406581553344,66.300371067059,20,5,0.25,25,1.25,25,0.6051143417242338,15.127858543105846,0.009204825857977132,0.07002976685326745,0.2935792130855297,0.9997944774719625,66.34551615523877,1.0006809175793918,0.9993195457538663
proposed,20,0.25,0.1,5,20,4,4,16,0.0,1.0,2,0.1,421.76940001081675,236.04939043396465,2.5689559063719716,91.88534137486512,20,6,0.3,26,1.3,39,0.47531948244281663,18.537459815269848,0.007414807032343444,0.05510721780158468,0.22040167066176725,1.0,91.88534137486512,1.0,1.0
proposed,20,0.25,1.0,5,20,4,4,16,0.0,1.0,0,0.9999999999999999,316.86429999535903,253.70556034875474,2.27531013827679,111.50372693407812,20,6,0.3,26,1.3,23,5.648406238556511,129.91334348679976,0.04280246177445404,0.42342897158470605,0.1859994439940162,1.0,111.50372693407812,1.0,1.0
proposed,20,0.25,1.0,5,20,4,4,16,0.0,1.0,1,0.9999999999999999,247.21890001092106,239.10609457567048,3.013416585679641,79.34717546586506,20,5,0.25,25,1.25,24,6.024689826085857,144.59255582606056,0.06923587906408174,0.5062065782284609,0.23897387030579093,0.8242747516430315,81.41777052075105,1.0260953845266585,0.9745682663423184
proposed,20,0.25,1.0,5,20,4,4,16,0.0,1.0,2,1.0,387.02930000727065,236.04939043396465,2.383578426230562,99.03151825688313,20,6,0.3,26,1.3,35,4.652335302765815,162.83173559680353,0.06597343534881271,0.3930834315917846,0.20322748942122257,0.9278393686393742,99.83711094967897,1.0081347101102316,0.9919309294396361
proposed,20,0.25,5.0,5,20,4,4,16,0.0,1.0,0,5.0,309.8447000083979,253.70556034875474,1.5849615260586696,160.0704851048627,20,9,0.45,29,1.45,11,24.467823617797954,269.1460597957775,0.051066673453440334,0.7373200285085912,0.14086586190224656,0.9501807654384793,178.4619452783487,1.1148960107257606,0.8969446391229197
proposed,20,0.25,5.0,5,20,4,4,16,0.0,1.0,1,5.0,239.67689997516572,239.10609457567048,1.3456234892976255,177.69167711279815,20,12,0.6,32,1.6,14,28.878283649772303,404.29597109681225,0.0793118351064899,0.6203813832422053,0.14413131969962004,0.48933112870891443,127.54195073030718,0.7177711010591898,1.3932018139548037
proposed,20,0.25,5.0,5,20,4,4,16,0.0,1.0,2,5.0,368.9068999956362,236.04939043396465,1.5190285989874857,155.39496135313337,20,13,0.65,33,1.65,30,23.3797888020432,701.393664061296,0.15810318830248152,0.7556334328700797,0.16523180968508752,0.7260944722602638,162.47760039070846,1.0455783056020709,0.9564085201865148
proposed,20,0.4,0.1,5,20,4,4,16,0.0,1.0,0,0.09999999999999999,660.3044999937993,253.70556034875474,1.9045189164515934,133.21241293914085,20,4,0.2,24,1.2,42,0.37513907990463624,15.755841355994722,0.0033426081840531707,0.04997434094205166,0.13307535793507197,1.0,133.21241293914085,1.0,1.0
proposed,20,0.4,0.1,5,20,4,4,16,0.0,1.0,1,0.1,843.9110000035726,239.10609457567048,2.0635194013847564,115.87295685963245,20,3,0.15,23,1.15,49,0.31441810010461585,15.406486905126178,0.0043349566460221325,0.07984690046817525,0.14636385930678059,1.0,115.87295685963245,1.0,1.0
proposed,20,0.4,0.1,5,20,4,4,16,0.0,1.0,2,0.1,805.926900007762,236.04939043396465,2.241273265691439,105.31932631657155,20,7,0.35,27,1.35,70,0.31191093819920324,21.833765673944228,0.007983062379002898,0.08167374115064574,0.20141450046802228,1.0,105.31932631657155,1.0,1.0
proposed,20,0.4,1.0,5,20,4,4,16,0.0,1.0,0,0.9999999999999999,664.9009000102524,253.70556034875474,1.9045189164515934,133.21241293914085,20,4,0.2,24,1.2,39,3.678509999553072,143.4618899825698,0.026534125912092827,0.325968231748222,0.13307535793507194,1.0,133.21241293914085,1.0,1.0
proposed,20,0.4,1.0,5,20,4,4,16,0.0,1.0,1,0.9999999999999999,892.1286000113469,239.10609457567048,1.983430600941897,120.55178258423719,20,5,0.25,25,1.25,51,3.123595262332543,159.3033583789597,0.039768902838189,0.4187686772587937,0.15415262456132475,0.9174466225681986,121.30760535697446,1.0062696938737437,0.9937693702673208
proposed,20,0.4,1.0,5,20,4,4,16,0.0,1.0,2,1.0,852.5057000224479,236.04939043396465,2.157244603326265,109.42170863239109,20,8,0.4,28,1.4,68,3.137328807969425,213.3383589419209,0.07799867726816183,0.5782617026715491,0.19894666958860413,0.9625085152928681,109.84823130325698,1.003897971217931,0.9961171639651767
proposed,20,0.4,5.0,5,20,4,4,16,0.0,1.0,0,5.0,758.5395000060089,253.70556034875474,1.4369695141712056,176.5559796827585,20,11,0.55,31,1.55,22,17.336417279884696,381.40118015746333,0.05140835548368384,0.6716935221449625,0.13414365405463094,0.908153172462118,171.26409958962137,0.9700271828649148,1.0308989455806408
proposed,20,0.4,5.0,5,20,4,4,16,0.0,1.0,1,5.0,886.1208000162151,239.10609457567048,1.1940650351264792,200.24545359067784,20,10,0.5,30,1.5,35,15.59361616060172,545.7765656210602,0.09750003283474058,0.8853883251265248,0.11235973914837576,0.9248643444465755,158.9146735662392,0.7935994087090588,1.2600815840156576
proposed,20,0.4,5.0,5,20,4,4,16,0.0,1.0,2,5.0,843.2842999754939,236.04939043396465,1.3858532504278662,170.32783980633383,20,15,0.75,35,1.75,44,15.275105853917147,672.1046575723544,0.11808530449942577,0.833079137424158,0.15282256713773965,0.8505883358035599,149.5925229215768,0.8782623151427653,1.138611987282462
proposed,40,0.25,0.1,5,20,4,4,16,0.0,1.0,0,0.09999999999999999,2601.2378000013996,522.0091180280147,3.2713014254649786,159.57230781746654,40,9,0.225,49,1.225,168,0.2759812486441276,46.36484977221344,0.011620402175800073,0.07900606641624294,0.24254179014446323,1.0,159.57230781746654,1.0,1.0
proposed,40,0.25,0.1,5,20,4,4,16,0.0,1.0,1,0.09999999999999999,2724.1873999882955,500.86789302425416,2.787033460280512,179.7136274689154,40,6,0.15,46,1.15,149,0.2681045420608337,39.94757676706422,0.009151518847650416,0.06379651151106842,0.2023431420245775,0.99875516039716,179.7136274689154,1.0,1.0
proposed,40,0.25,0.1,5,20,4,4,16,0.0,1.0,2,0.1,3538.662100007059,504.33877821726617,2.6629407027604177,189.3916667744295,40,5,0.125,45,1.125,153,0.23832753835563816,36.46411336841264,0.006796129195164401,0.06111354888922776,0.18928514620236866,1.0,189.3916667744295,1.0,1.0
proposed,40,0.25,1.0,5,20,4,4,16,0.0,1.0,0,1.0,2952.7249000093434,522.0091180280147,3.20276470198178,162.98703357914812,40,9,0.225,49,1.225,158,2.7925124461429816,441.21696649059106,0.10491389629503575,0.5817483771656227,0.2431051991121114,0.9790490955832792,163.9741848075641,1.006056624301568,0.993979837560562
proposed,40,0.25,1.0,5,20,4,4,16,0.0,1.0,1,0.9999999999999999,3323.133300000336,500.86789302425416,2.7598743611003234,181.48213559423232,40,9,0.225,49,1.225,152,2.663723162777456,404.8859207421733,0.08657573437635803,0.47990519404272547,0.21216334314878055,0.9890224855496821,181.48213559423232,1.0,1.0
proposed,40,0.25,1.0,5,20,4,4,16,0.0,1.0,2,1.0,6339.46869999636,504.33877821726617,2.621585542469747,192.3792949140763,40,4,0.1,44,1.1,147,2.3859838960764925,350.73963272324437,0.062376920683734044,0.5454284805046173,0.1800066797464467,0.984470115970738,192.52274680273513,1.0007456721822527,0.9992548834304457
proposed,40,0.25,5.0,5,20,4,4,16,0.0,1.0,0,5.0,5136.636399984127,522.0091180280147,2.0897715576976283,249.7924311895266,40,18,0.45,58,1.45,134,13.914417578596446,1864.5319555319238,0.2566505588668115,0.8884595660267487,0.1898699819032659,0.7750656251408191,212.88461331032642,0.8522460520383146,1.173370058574402
proposed,40,0.25,5.0,5,20,4,4,16,0.0,1.0,1,4.999999999999999,5933.74739997671,500.86789302425416,1.5978971668706117,313.4543970718558,40,16,0.4,56,1.4,134,13.09769582835983,1755.0912410002172,0.17208928793678702,0.8402838783130455,0.14327040819886333,0.5394321929217675,211.49457695106838,0.6747219976071533,1.4820918890245443
proposed,40,0.25,5.0,5,20,4,4,16,0.0,1.0,2,5.0,6818.228899996029,504.33877821726617,1.7836315405580394,282.7595087601306,40,14,0.35,54,1.35,116,11.9509131386907,1386.3059240881212,0.1458930897788445,0.8518842949498064,0.14611341562260563,0.8071747320237493,233.10236670111354,0.8243838296481764,1.2130271895638365
proposed,40,0.4,0.1,5,20,4,4,16,0.0,1.0,0,0.1,12148.204500001157,522.0091180280147,1.760470736658889,296.51678222082245,40,6,0.15,46,1.15,208,0.1752748993267868,36.45717905997166,0.003546754819650973,0.04174141180861548,0.12281661747721737,1.0,296.51678222082245,1.0,1.0
proposed,40,0.4,0.1,5,20,4,4,16,0.0,1.0,1,0.10000000000000002,14748.269799980335,500.86789302425416,2.2137887625673445,226.24918036145175,40,4,0.1,44,1.1,229,0.15307881433678971,35.05504848312484,0.004672712002792516,0.05483292511766338,0.1521395599638648,0.9993346669427259,226.24918036145175,1.0,1.0
proposed,40,0.4,0.1,5,20,4,4,16,0.0,1.0,2,0.1,15186.105800006771,504.33877821726617,2.037210695515805,247.5633862159612,40,4,0.1,44,1.1,211,0.16007956097140713,33.77678736496691,0.0042868680097403085,0.0490406987283557,0.1420697215030094,1.0,247.5633862159612,1.0,1.0
proposed,40,0.4,1.0,5,20,4,4,16,0.0,1.0,0,1.0,12969.115099986084,522.0091180280147,1.7427450400606168,299.53269470206493,40,7,0.175,47,1.175,211,1.7590339035506681,371.15615364919097,0.03444760398846693,0.3638171315569532,0.12465915891496095,0.9124696864829737,300.78732162111436,1.004188614268961,0.9958288570399593
proposed,40,0.4,1.0,5,20,4,4,16,0.0,1.0,1,1.0,18562.91139998939,500.86789302425416,2.188144160635882,228.90077447123062,40,4,0.1,44,1.1,240,1.5491304598967721,371.7913103752253,0.04979638847188098,0.6994845740024188,0.1536916799006349,0.8718456970916809,228.90077447123062,1.0,1.0
proposed,40,0.4,1.0,5,20,4,4,16,0.0,1.0,2,0.9999999999999999,18458.85900000576,504.33877821726617,2.025200721938451,249.03150228710703,40,3,0.075,43,1.075,207,1.602443957668317,331.7058992373416,0.040803259547852605,0.4916114533997309,0.13838570777732895,0.9941046973669487,249.03456445196778,1.000012296295178,0.999987703856019
proposed,40,0.4,5.0,5,20,4,4,16,0.0,1.0,0,5.0,16571.041399991373,522.0091180280147,1.350386258146427,386.5628185113029,40,17,0.425,57,1.425,192,8.613087714075801,1653.712841102554,0.10589595247262328,0.8524104820729537,0.11917097530809351,0.8340575448605164,338.80845683250317,0.8764641621180558,1.140947962530959
proposed,40,0.4,5.0,5,20,4,4,16,0.0,1.0,1,5.0,20571.180700004334,500.86789302425416,1.4995649490583756,334.0088025788846,40,17,0.425,57,1.425,219,7.59994760090107,1664.3885245973343,0.18621848216400613,0.9032749452846819,0.13470650195154793,0.7868469338779499,258.1371632652744,0.7728453899184552,1.2939198616498346
proposed,40,0.4,5.0,5,20,4,4,16,0.0,1.0,2,5.0,18416.607399994973,504.33877821726617,1.5952182521384228,316.15659960083184,40,21,0.525,61,1.525,213,7.774429282676597,1655.9534372101152,0.13102723060084837,0.8998829992697888,0.14669737111191994,0.8705932035521132,277.6862009313693,0.8783185335430799,1.138539108318784
